图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,彗星-预测置信度,地球-预测置信度,木星-预测置信度,火星-预测置信度,水星-预测置信度,月球-预测置信度,海王星-预测置信度,冥王星-预测置信度,土星-预测置信度,太阳-预测置信度,天王星-预测置信度,金星-预测置信度
../image_acquisition/dataset_split\val\Saturn\553.jpg,8,土星,8,土星,2,木星,6,海王星,True,4.577948e-06,4.57272e-06,0.0040508294,3.641415e-05,0.00011373938,0.00011470068,0.00020207668,2.5798337e-05,0.99524707,3.0449632e-05,6.226024e-05,0.00010745771
../image_acquisition/dataset_split\val\Saturn\570.jpg,8,土星,8,土星,11,金星,2,木星,True,6.0823062e-05,4.1447234e-05,0.026595877,0.016475568,0.0012236513,0.0037661039,0.0003053341,0.010734675,0.86847115,0.0002567001,0.0005386602,0.07153008
../image_acquisition/dataset_split\val\Saturn\58.jpg,8,土星,8,土星,2,木星,6,海王星,True,0.00027382822,2.6019545e-05,0.016342426,2.2756114e-05,1.5761676e-05,6.4322603e-06,0.00053013343,9.889058e-07,0.9826757,1.7507036e-05,7.160478e-05,1.6683362e-05
../image_acquisition/dataset_split\val\Saturn\580.jpg,8,土星,5,月球,8,土星,3,火星,True,0.038906213,0.009272812,0.029451698,0.19902278,0.01699624,0.39281195,0.022966877,0.01347199,0.27023456,0.001657905,0.003953037,0.0012539683
../image_acquisition/dataset_split\val\Saturn\592.jpg,8,土星,8,土星,2,木星,11,金星,True,2.7808253e-09,2.6746417e-08,2.4699491e-05,3.3668695e-07,1.4582362e-07,4.5712127e-08,8.403021e-07,2.1330173e-07,0.99995565,2.7109406e-06,2.352971e-06,1.2969179e-05
../image_acquisition/dataset_split\val\Saturn\593.jpg,8,土星,8,土星,2,木星,11,金星,True,1.486199e-09,2.1849057e-06,0.00016436745,2.652408e-06,8.113153e-07,2.3395794e-06,3.1916608e-07,1.3163235e-06,0.99975353,4.8247844e-06,5.2108516e-07,6.7185276e-05
../image_acquisition/dataset_split\val\Saturn\601.jpg,8,土星,8,土星,11,金星,4,水星,True,1.1385018e-07,2.4679392e-05,0.0004293167,1.7725384e-05,0.00074025826,0.00072566274,4.7524878e-05,0.00018771859,0.9965744,7.343394e-05,0.00029308748,0.0008861159
../image_acquisition/dataset_split\val\Saturn\606.jpg,8,土星,7,冥王星,8,土星,11,金星,True,0.04203491,0.008370033,0.0133310165,0.020588994,0.039372172,0.039302714,0.013885278,0.47125736,0.20906988,0.03531866,0.03779531,0.06967366
../image_acquisition/dataset_split\val\Saturn\624.jpg,8,土星,8,土星,2,木星,3,火星,True,0.00019148714,0.0008880661,0.12950778,0.01738586,0.0018815569,0.0044744355,0.0010284127,0.007783542,0.81726515,0.0022211913,0.0009370088,0.016435482
../image_acquisition/dataset_split\val\Saturn\647.jpg,8,土星,8,土星,2,木星,11,金星,True,1.5640865e-08,8.738225e-07,0.0003913194,8.235164e-09,9.189273e-08,2.8005138e-07,1.0446291e-05,5.458223e-05,0.9991405,8.89685e-05,8.033404e-05,0.00023247952
../image_acquisition/dataset_split\val\Saturn\651.jpg,8,土星,8,土星,2,木星,6,海王星,True,2.859583e-07,4.8851183e-05,0.10033809,0.00016199761,6.15268e-06,6.507782e-05,0.0043060747,9.479799e-05,0.8930384,3.7197104e-05,0.00065190095,0.0012510824
../image_acquisition/dataset_split\val\Saturn\653.jpg,8,土星,8,土星,6,海王星,2,木星,True,0.00028898183,0.0013341451,0.020332098,0.00018176716,0.0001400814,0.0008420541,0.10313873,0.00012466479,0.87029725,8.066946e-05,0.002845454,0.00039427064
../image_acquisition/dataset_split\val\Saturn\659.jpg,8,土星,3,火星,11,金星,8,土星,True,0.0035071233,6.504438e-05,0.03573927,0.71377766,0.0006836791,0.00010427044,0.0057814308,0.0010237335,0.06684887,0.002155871,0.0011654884,0.16914749
../image_acquisition/dataset_split\val\Saturn\670.jpg,8,土星,8,土星,11,金星,9,太阳,True,2.1181359e-08,8.6640193e-07,5.7891546e-05,1.1758207e-05,0.000109323424,1.30311955e-05,1.8411288e-06,7.386239e-05,0.9980552,0.00019038816,2.0387279e-05,0.0014655212
../image_acquisition/dataset_split\val\Saturn\673.jpg,8,土星,8,土星,10,天王星,7,冥王星,True,5.019964e-12,3.0158103e-09,1.4253071e-07,7.443639e-10,1.2156491e-07,1.05675554e-07,8.6168974e-08,2.838012e-06,0.99998355,3.230525e-07,1.0712036e-05,2.0987084e-06
../image_acquisition/dataset_split\val\Saturn\678.jpg,8,土星,8,土星,2,木星,11,金星,True,8.086735e-06,0.0004452409,0.090353586,0.003588924,0.000501934,0.0007163446,0.0054073357,0.00092377205,0.8878481,0.0004104256,0.0013967364,0.008399582
../image_acquisition/dataset_split\val\Saturn\683.jpg,8,土星,8,土星,2,木星,9,太阳,True,4.436129e-06,0.00012012663,0.018686084,0.00023910363,1.2245267e-06,0.00016794092,0.00048308,2.8431556e-05,0.9764168,0.0035176422,1.8708817e-05,0.0003163566
../image_acquisition/dataset_split\val\Saturn\687.jpg,8,土星,8,土星,2,木星,9,太阳,True,4.436129e-06,0.00012012663,0.018686084,0.00023910363,1.2245267e-06,0.00016794092,0.00048308,2.8431556e-05,0.9764168,0.0035176422,1.8708817e-05,0.0003163566
../image_acquisition/dataset_split\val\Saturn\70.jpg,8,土星,8,土星,7,冥王星,10,天王星,True,4.056565e-09,4.5720612e-06,0.0014999785,8.443335e-07,3.8490907e-05,8.796631e-06,0.0017739537,0.02941554,0.96089494,4.4231292e-05,0.0062642647,5.440484e-05
../image_acquisition/dataset_split\val\Saturn\705.jpg,8,土星,8,土星,2,木星,11,金星,True,1.4412344e-08,2.1005877e-05,0.026215278,1.116619e-06,7.847347e-08,1.1846536e-06,2.0374628e-05,1.4028406e-05,0.97369397,4.758177e-06,1.136386e-06,2.7037677e-05
../image_acquisition/dataset_split\val\Saturn\709.jpg,8,土星,8,土星,2,木星,11,金星,True,1.7574457e-06,5.3121666e-06,0.036159147,5.625747e-06,4.050829e-06,5.1234188e-06,2.8781442e-06,0.00016751491,0.9617849,0.00018044235,6.0306547e-06,0.0016773033
../image_acquisition/dataset_split\val\Saturn\71.jpg,8,土星,2,木星,8,土星,11,金星,True,2.9579534e-05,4.0485796e-05,0.98999375,1.8806693e-06,1.7179966e-05,1.3721864e-05,0.00029655333,0.00038344986,0.0075493157,0.00010180701,0.0004765841,0.0010956888
../image_acquisition/dataset_split\val\Saturn\710.jpg,8,土星,8,土星,10,天王星,2,木星,True,2.5064714e-10,0.00014359388,0.00087466364,1.486387e-06,5.915065e-06,1.0359187e-05,0.00022427556,3.5670328e-05,0.9975925,3.1066259e-07,0.0011058113,5.425086e-06
../image_acquisition/dataset_split\val\Saturn\711.jpg,8,土星,8,土星,6,海王星,2,木星,True,3.4414973e-06,0.004057276,0.037556905,0.00081352715,0.00028009826,0.00017661431,0.069856755,0.00022663522,0.876134,0.00014838896,0.009778041,0.00096832094
../image_acquisition/dataset_split\val\Saturn\713.jpg,8,土星,8,土星,2,木星,6,海王星,True,1.3497369e-06,4.035806e-05,0.024557168,3.1628715e-05,4.495437e-05,6.536569e-05,0.0037965516,0.0010045059,0.96952564,2.7611084e-05,0.00064805173,0.0002569155
../image_acquisition/dataset_split\val\Saturn\723.jpg,8,土星,8,土星,2,木星,11,金星,True,1.5984058e-07,3.714329e-05,0.0010370491,0.00023861296,4.5412726e-06,0.00011837436,5.0754865e-05,0.00012691689,0.9979412,0.00012159353,4.3036987e-05,0.000280634
../image_acquisition/dataset_split\val\Saturn\726.jpg,8,土星,1,地球,3,火星,2,木星,False,0.0004014708,0.28673485,0.16149896,0.27789128,0.0021198415,0.058566503,0.028935889,0.0014686871,0.13369988,0.013234242,0.0013135478,0.03413492
../image_acquisition/dataset_split\val\Saturn\735.jpg,8,土星,8,土星,2,木星,7,冥王星,True,1.4143852e-07,3.014404e-05,0.001409732,3.3497756e-06,3.9125534e-05,5.6904733e-05,5.774234e-05,0.0010287424,0.99593395,0.0005304489,0.00028139076,0.0006284365
../image_acquisition/dataset_split\val\Saturn\738.jpg,8,土星,8,土星,2,木星,11,金星,True,8.585443e-05,0.00063097983,0.0023017179,0.0011098237,0.00024546185,8.633269e-05,0.0006199791,0.0007622209,0.9910759,0.00047553176,0.0003364059,0.002269768
../image_acquisition/dataset_split\val\Saturn\739.jpg,8,土星,8,土星,3,火星,2,木星,True,1.0650011e-05,0.00092875643,0.0026155736,0.0030896843,6.308969e-05,0.0017161018,0.0017451107,0.00035748148,0.9887311,0.0004605515,0.00016394712,0.000118052674
../image_acquisition/dataset_split\val\Saturn\743.jpg,8,土星,7,冥王星,11,金星,1,地球,False,0.00022828054,0.023603661,0.018567553,0.00082612364,0.0056525953,0.013325342,0.0022122914,0.71309114,0.004573747,0.00292158,0.023001438,0.19199632
../image_acquisition/dataset_split\val\Saturn\744.jpg,8,土星,8,土星,2,木星,11,金星,True,4.522197e-09,1.8657853e-07,0.031049132,5.168562e-05,3.106188e-07,1.3152039e-05,1.0229289e-05,2.107455e-06,0.9679602,1.620656e-05,3.5537796e-06,0.00089316495
../image_acquisition/dataset_split\val\Saturn\746.jpg,8,土星,8,土星,2,木星,6,海王星,True,7.1364055e-05,0.0031144302,0.015427272,0.0016138164,1.8942226e-05,0.00044387998,0.010494702,0.00039153892,0.96686983,0.00049125985,0.00048486065,0.0005781085
../image_acquisition/dataset_split\val\Saturn\75.jpg,8,土星,8,土星,2,木星,7,冥王星,True,6.449408e-10,2.357473e-06,0.0005679409,6.625346e-07,1.3653113e-05,6.64271e-06,5.100224e-06,1.49255575e-05,0.9993716,7.9090896e-08,3.224457e-06,1.3779092e-05
../image_acquisition/dataset_split\val\Saturn\8.jpg,8,土星,8,土星,2,木星,11,金星,True,2.7951644e-05,0.00033248286,0.15650578,0.00020649371,4.6324352e-05,3.6520923e-05,0.0012529955,0.0034693915,0.8249126,0.0030223047,0.0006149016,0.009572256
../image_acquisition/dataset_split\val\Saturn\80.jpg,8,土星,8,土星,2,木星,7,冥王星,True,1.0756945e-11,1.6879854e-07,3.6285524e-05,1.3702811e-07,8.413624e-09,1.4593259e-07,1.8720216e-07,4.3930063e-07,0.99996257,1.5727476e-08,2.8894057e-08,2.7786454e-08
../image_acquisition/dataset_split\val\Saturn\9.jpg,8,土星,8,土星,2,木星,9,太阳,True,8.2498633e-07,2.0528527e-05,0.056324627,4.4641166e-07,1.5702223e-07,7.909769e-07,3.5308465e-06,0.00010361611,0.9432169,0.00019597041,1.2873214e-06,0.00013146245
../image_acquisition/dataset_split\val\Saturn\97.jpg,8,土星,8,土星,5,月球,2,木星,True,1.0597387e-05,0.0003935999,0.021571886,0.0047393143,0.00058862136,0.02290458,0.0002614187,0.0076597603,0.93879735,0.00070850085,0.00021932481,0.00214489
../image_acquisition/dataset_split\val\Sun\1.jpg,9,太阳,9,太阳,11,金星,5,月球,True,2.165849e-08,5.3141882e-08,2.1898367e-07,7.8498135e-07,1.6047962e-11,1.5398488e-06,1.5214356e-10,2.8143607e-12,6.356248e-08,0.99995124,2.9581151e-10,4.6026864e-05
../image_acquisition/dataset_split\val\Sun\101.jpg,9,太阳,9,太阳,11,金星,3,火星,True,0.0003805411,0.00012549416,0.00036425598,0.0047922893,2.024814e-06,4.5198714e-05,0.00014874716,4.1116274e-07,0.00032884855,0.9765187,3.586229e-05,0.017257737
../image_acquisition/dataset_split\val\Sun\11.jpg,9,太阳,9,太阳,3,火星,0,彗星,True,0.025893124,0.003396172,0.004197312,0.072735295,1.5185535e-06,0.00012912512,0.011600423,1.2834442e-06,0.0025138294,0.8624934,0.00047446723,0.016564129
../image_acquisition/dataset_split\val\Sun\113.jpg,9,太阳,9,太阳,11,金星,3,火星,True,1.5088868e-05,2.1130043e-05,1.9147821e-05,5.82618e-05,2.1345247e-08,1.7712817e-06,1.6398574e-06,1.15778604e-08,4.3456585e-05,0.9980228,1.0097052e-06,0.001815633
../image_acquisition/dataset_split\val\Sun\127.jpg,9,太阳,10,天王星,5,月球,9,太阳,True,0.019380221,0.059512354,0.00019818856,0.002776818,0.00037269134,0.2789086,0.100038216,0.0001887048,0.013358734,0.19285828,0.33107245,0.0013347209
../image_acquisition/dataset_split\val\Sun\129.jpg,9,太阳,11,金星,9,太阳,8,土星,True,0.0006665421,0.019050939,0.0034326112,0.018862283,0.00046398005,0.0049125873,0.0014747125,0.0016208425,0.027637584,0.29974717,0.0027581318,0.6193727
../image_acquisition/dataset_split\val\Sun\133.jpg,9,太阳,9,太阳,5,月球,8,土星,True,3.8037864e-08,2.7215162e-07,1.3341625e-08,4.0030866e-07,2.9887423e-12,3.824611e-06,4.0026188e-10,2.29093e-10,4.3749114e-07,0.9999949,2.6296834e-09,2.1626278e-07
../image_acquisition/dataset_split\val\Sun\134.jpg,9,太阳,0,彗星,2,木星,8,土星,False,0.5481002,0.00050606136,0.17407124,0.014225232,1.1555094e-05,0.00014100783,0.071103215,2.6984902e-05,0.13166413,0.020949272,0.0016430072,0.03755809
../image_acquisition/dataset_split\val\Sun\135.jpg,9,太阳,9,太阳,5,月球,11,金星,True,8.505501e-07,1.494395e-05,2.7938577e-07,2.6999784e-05,3.0762402e-09,0.08073068,2.405294e-08,2.4125362e-07,2.5637639e-05,0.9191565,1.1253547e-06,4.273158e-05
../image_acquisition/dataset_split\val\Sun\14.jpg,9,太阳,9,太阳,0,彗星,1,地球,True,0.056964386,0.023249354,0.0008389272,0.0044546397,7.837362e-08,2.1016857e-07,0.00013744489,8.440994e-08,0.000335604,0.91142064,1.3368635e-05,0.002585234
../image_acquisition/dataset_split\val\Sun\140.jpg,9,太阳,9,太阳,11,金星,8,土星,True,7.186986e-05,1.5613858e-05,7.424509e-05,0.00021696568,4.4108165e-06,0.00013663604,5.2693456e-05,2.0718169e-07,0.0009222572,0.99330443,2.480094e-05,0.0051758047
../image_acquisition/dataset_split\val\Sun\147.jpg,9,太阳,9,太阳,5,月球,1,地球,True,4.4235033e-08,1.4562265e-05,2.3830852e-08,3.4089176e-06,7.5512513e-10,0.003104163,2.8956129e-09,1.4780488e-09,7.818215e-07,0.99687624,2.2569225e-08,8.0772304e-07
../image_acquisition/dataset_split\val\Sun\154.jpg,9,太阳,1,地球,9,太阳,0,彗星,True,0.09444023,0.52120376,9.387028e-05,0.05722736,0.000336384,0.00037699635,0.013813697,9.53598e-05,0.0006170037,0.299242,0.004670254,0.007883042
../image_acquisition/dataset_split\val\Sun\158.jpg,9,太阳,9,太阳,11,金星,8,土星,True,2.6021973e-05,5.2904095e-05,5.9093236e-05,5.59847e-05,1.7508553e-07,1.3641614e-06,3.966511e-07,1.254974e-07,0.00020667564,0.9927658,1.2635226e-06,0.0068300995
../image_acquisition/dataset_split\val\Sun\161.jpg,9,太阳,9,太阳,11,金星,2,木星,True,0.00045749178,0.0025718345,0.0028983834,0.00041056023,1.5674549e-06,1.4351936e-05,1.1459988e-05,8.75003e-07,0.00058851385,0.9726565,2.0304065e-05,0.020368006
../image_acquisition/dataset_split\val\Sun\162.jpg,9,太阳,9,太阳,11,金星,8,土星,True,1.711143e-07,6.4570614e-08,5.0249687e-06,5.742578e-07,8.66873e-12,2.621655e-07,1.2627479e-09,3.129541e-10,6.465054e-06,0.99998033,2.877878e-09,7.1002696e-06
../image_acquisition/dataset_split\val\Sun\17.jpg,9,太阳,9,太阳,5,月球,1,地球,True,8.7938344e-05,0.00014309867,2.4966419e-06,3.0046529e-05,2.1352474e-07,0.002063074,1.114464e-06,8.4513605e-09,3.3633703e-05,0.9976312,3.8099768e-07,6.8559866e-06
../image_acquisition/dataset_split\val\Sun\170.jpg,9,太阳,1,地球,0,彗星,5,月球,False,0.3981493,0.46277604,0.00022640241,0.031778693,0.00028558928,0.073337585,0.0016940376,0.0043102796,0.00072980585,0.024655625,0.00040002874,0.0016566135
../image_acquisition/dataset_split\val\Sun\182.jpg,9,太阳,0,彗星,1,地球,9,太阳,True,0.7358703,0.116774596,0.0040048673,0.0013982253,6.238496e-06,4.6336805e-05,0.00035890704,7.216823e-06,0.00057534786,0.10879151,0.00088355097,0.031282905
../image_acquisition/dataset_split\val\Sun\183.jpg,9,太阳,11,金星,7,冥王星,3,火星,False,2.3778263e-08,3.0488166e-06,4.7163005e-05,6.475606e-05,2.6559086e-05,7.395505e-06,2.6785779e-07,9.407522e-05,4.1520307e-05,6.2064078e-06,1.8182914e-06,0.99970716
../image_acquisition/dataset_split\val\Sun\186.jpg,9,太阳,9,太阳,8,土星,11,金星,True,0.008411785,0.015633168,0.029749794,0.014975938,0.0060958858,0.037908755,0.0037717882,0.03868265,0.16311623,0.5594772,0.04749651,0.07468029
../image_acquisition/dataset_split\val\Sun\196.jpg,9,太阳,9,太阳,2,木星,11,金星,True,0.00086478493,0.0007169445,0.0013573775,0.00053957046,1.1754822e-06,1.818501e-05,7.306521e-05,1.442384e-07,0.0009845492,0.9943439,1.916879e-05,0.0010811945
../image_acquisition/dataset_split\val\Sun\197.jpg,9,太阳,9,太阳,11,金星,8,土星,True,6.118603e-06,4.1347605e-05,8.986835e-06,3.5097517e-05,3.6938324e-08,6.037318e-07,2.6470946e-07,1.265683e-08,4.470555e-05,0.9965701,7.130646e-07,0.0032919792
../image_acquisition/dataset_split\val\Sun\198.jpg,9,太阳,1,地球,11,金星,9,太阳,True,0.0008302122,0.7647063,0.00525784,0.015366821,0.0007607858,0.007897398,0.00015655119,0.0052412413,0.0058417628,0.022915708,0.00010945985,0.17091598
../image_acquisition/dataset_split\val\Sun\204.jpg,9,太阳,9,太阳,11,金星,8,土星,True,5.154674e-05,1.5712625e-05,5.4682532e-05,3.0724186e-05,1.589745e-08,3.7275845e-07,7.450176e-07,8.156395e-09,0.0001613127,0.99877864,4.9110355e-07,0.00090565457
../image_acquisition/dataset_split\val\Sun\223.jpg,9,太阳,9,太阳,11,金星,1,地球,True,0.006157483,0.012154996,0.0018031648,0.0053452435,7.178133e-06,3.9982726e-05,0.00062662613,2.4405244e-05,0.0016965617,0.9321395,0.00023397985,0.039770715
../image_acquisition/dataset_split\val\Sun\227.jpg,9,太阳,0,彗星,9,太阳,1,地球,True,0.60881233,0.04949262,0.00011211982,0.00041453078,1.0652155e-06,0.00032564023,0.0030453159,1.6426404e-05,0.00020006343,0.3315625,0.001681378,0.0043360665
../image_acquisition/dataset_split\val\Sun\23.jpg,9,太阳,1,地球,9,太阳,11,金星,True,7.281094e-05,0.69593537,1.1486087e-06,0.0037458313,4.062629e-06,3.8071153e-06,7.261317e-05,3.737255e-06,0.0002713096,0.28723466,0.00014693227,0.012507749
../image_acquisition/dataset_split\val\Sun\232.jpg,9,太阳,9,太阳,11,金星,5,月球,True,3.2954017e-10,5.3347117e-06,4.4613773e-07,2.0616947e-06,4.3227466e-09,0.00013863588,1.3447149e-08,4.5031954e-11,2.676809e-06,0.9992161,1.6706441e-07,0.0006345104
../image_acquisition/dataset_split\val\Sun\241.jpg,9,太阳,1,地球,9,太阳,3,火星,True,0.006530398,0.44089293,0.012222738,0.16244596,3.2478165e-05,0.004709561,0.002970777,2.0571719e-05,0.010241384,0.35395244,0.0015160796,0.004464743
../image_acquisition/dataset_split\val\Sun\243.jpg,9,太阳,9,太阳,10,天王星,1,地球,True,0.023329576,0.056626994,0.00034546622,0.006261587,4.7970123e-05,0.001969903,0.005794966,4.4581586e-05,0.003636728,0.5341231,0.36240956,0.0054095597
../image_acquisition/dataset_split\val\Sun\244.jpg,9,太阳,1,地球,5,月球,9,太阳,True,0.020997217,0.4848053,0.00041741977,0.026654737,0.0039090207,0.270485,0.006304955,0.000105634805,0.0021305722,0.18163565,0.00051628536,0.0020382828
../image_acquisition/dataset_split\val\Sun\252.jpg,9,太阳,9,太阳,0,彗星,11,金星,True,0.13989358,0.008418892,0.0007403362,0.02139119,0.00021164957,4.585068e-05,0.0036563664,0.00018839462,0.00091250165,0.78187674,0.00083147554,0.041832957
../image_acquisition/dataset_split\val\Sun\253.jpg,9,太阳,9,太阳,11,金星,8,土星,True,0.00028771497,2.6718615e-05,0.000120603734,1.0144802e-05,5.8197145e-07,3.9070892e-07,1.511602e-06,1.7254273e-07,0.00062023284,0.9948913,5.390814e-06,0.004035224
../image_acquisition/dataset_split\val\Sun\26.jpg,9,太阳,11,金星,3,火星,9,太阳,True,0.0027790423,0.003453645,0.010710002,0.26355797,0.00013956161,0.0011713553,0.0058717667,0.0011341708,0.06272127,0.13548383,0.005979965,0.50699735
../image_acquisition/dataset_split\val\Sun\262.jpg,9,太阳,9,太阳,11,金星,3,火星,True,0.01649959,0.013006507,0.010576072,0.03902846,0.00027021833,0.00046337847,0.002040084,0.0006565758,0.025339307,0.6568154,0.002688866,0.23261556
../image_acquisition/dataset_split\val\Sun\277.jpg,9,太阳,11,金星,1,地球,7,冥王星,False,0.0020835807,0.35269517,0.002437148,0.005121201,0.00019364938,0.042820655,0.0009117794,0.061000217,0.00085654366,0.0024217188,0.0018426259,0.5276157
../image_acquisition/dataset_split\val\Sun\282.jpg,9,太阳,5,月球,9,太阳,1,地球,True,5.429284e-06,8.799401e-05,8.538583e-09,7.960102e-07,3.055056e-08,0.9787875,2.4816939e-07,3.4280048e-09,1.1161186e-06,0.021051895,5.4098145e-06,5.9587215e-05
../image_acquisition/dataset_split\val\Sun\283.jpg,9,太阳,9,太阳,11,金星,3,火星,True,0.012385918,0.01523182,0.008423055,0.029785804,0.0001568078,0.00017289422,0.0017018918,0.0008736201,0.008532232,0.7153304,0.0013962792,0.20600924
../image_acquisition/dataset_split\val\Sun\285.jpg,9,太阳,9,太阳,10,天王星,11,金星,True,0.0033212153,0.005009252,1.9034074e-05,0.0022731824,6.4444985e-06,2.4997291e-06,0.0013028523,2.613625e-06,0.003601686,0.96405244,0.014187259,0.006221485
../image_acquisition/dataset_split\val\Sun\286.jpg,9,太阳,9,太阳,1,地球,11,金星,True,0.034588434,0.26962245,0.00281652,0.004365543,0.02625174,0.009458697,0.0029223508,0.00089070626,0.0009102861,0.6001449,0.0014590559,0.046569273
../image_acquisition/dataset_split\val\Sun\287.jpg,9,太阳,9,太阳,0,彗星,11,金星,True,0.46626887,0.0010635927,0.00034844092,0.0010416775,6.0700506e-05,7.328707e-06,0.0051564565,0.00029313058,0.00021751062,0.48349738,0.0035794845,0.03846539
../image_acquisition/dataset_split\val\Sun\298.jpg,9,太阳,9,太阳,11,金星,2,木星,True,0.00045921927,0.00066301605,0.039423008,0.0019746348,4.5727625e-06,5.295846e-05,4.3616525e-05,0.0005955064,0.025207382,0.81771326,0.0007760285,0.11308674
../image_acquisition/dataset_split\val\Sun\299.jpg,9,太阳,9,太阳,1,地球,0,彗星,True,0.039326005,0.081180915,0.0009953915,0.005533799,0.00011226229,0.0006154793,0.0034582058,2.1971264e-05,0.0030162216,0.85029435,0.0008125214,0.014632907
../image_acquisition/dataset_split\val\Sun\3.jpg,9,太阳,9,太阳,5,月球,3,火星,True,1.2700792e-08,1.152956e-06,1.0195476e-07,2.2596919e-06,2.0893398e-11,7.280298e-05,8.876155e-10,7.4331256e-11,4.839019e-07,0.99992096,1.2666361e-09,2.0991915e-06
../image_acquisition/dataset_split\val\Sun\302.jpg,9,太阳,9,太阳,11,金星,10,天王星,True,0.0012723205,0.00047062887,0.0007220519,0.00042215738,5.16999e-06,3.8035108e-07,0.0011256853,2.1043027e-06,0.00015269338,0.9738679,0.0039944192,0.017964428
../image_acquisition/dataset_split\val\Sun\306.jpg,9,太阳,10,天王星,6,海王星,9,太阳,True,9.791595e-06,0.00847009,0.00092398335,0.0003481353,0.0069902106,0.00029445032,0.16486683,0.00021314253,0.01353573,0.056664575,0.7329354,0.01474769
../image_acquisition/dataset_split\val\Sun\315.jpg,9,太阳,9,太阳,1,地球,11,金星,True,9.398001e-07,2.2014903e-05,1.1215009e-06,1.4958722e-07,3.4807407e-11,8.5029785e-07,1.0399355e-08,5.7338582e-11,3.0707562e-07,0.99997056,3.0135514e-09,3.981055e-06
../image_acquisition/dataset_split\val\Sun\320.jpg,9,太阳,9,太阳,1,地球,5,月球,True,0.000120542914,0.4762296,1.730536e-05,0.007934564,1.5060387e-05,0.015068183,3.0094516e-05,8.587445e-06,0.0003947613,0.49967107,0.00010124618,0.0004089424
../image_acquisition/dataset_split\val\Sun\323.jpg,9,太阳,9,太阳,1,地球,11,金星,True,0.00019955945,0.008763872,1.4507164e-05,0.00019030222,5.4010667e-07,5.0823706e-05,1.667023e-05,2.19993e-06,0.0002523594,0.98734564,2.521334e-05,0.003138288
../image_acquisition/dataset_split\val\Sun\34.jpg,9,太阳,9,太阳,5,月球,8,土星,True,1.4007469e-05,0.00010219328,4.3201035e-06,2.8656984e-06,4.123248e-09,0.00021960112,9.573669e-08,1.1891035e-07,0.000117175005,0.99953926,5.006348e-08,4.1117545e-07
../image_acquisition/dataset_split\val\Sun\342.jpg,9,太阳,9,太阳,3,火星,1,地球,True,9.9275354e-08,6.1564664e-05,4.4838298e-09,0.00045101048,6.9536743e-10,4.0439558e-05,3.685051e-08,4.1309242e-10,7.816654e-08,0.99940276,9.8827414e-08,4.391222e-05
../image_acquisition/dataset_split\val\Sun\348.jpg,9,太阳,9,太阳,0,彗星,3,火星,True,0.003189781,1.328101e-05,3.7297577e-06,0.0014596955,6.7651773e-09,1.9171805e-05,3.3263818e-06,4.5075507e-07,4.548636e-05,0.9945904,4.098407e-05,0.00063366804
../image_acquisition/dataset_split\val\Sun\357.jpg,9,太阳,11,金星,9,太阳,5,月球,True,5.4370944e-06,0.00063095766,0.00046402178,0.0005996407,0.00049261,0.001066752,1.0429036e-05,4.3491757e-05,0.0006113868,0.079730555,0.000105381674,0.9162393
../image_acquisition/dataset_split\val\Sun\361.jpg,9,太阳,9,太阳,11,金星,1,地球,True,0.0019432564,0.020470116,0.0010078554,0.0032257063,5.5787343e-05,0.0005171272,0.0012097257,1.2314392e-05,0.0010494681,0.90993303,0.00063963194,0.059936017
../image_acquisition/dataset_split\val\Sun\362.jpg,9,太阳,9,太阳,11,金星,1,地球,True,0.004028358,0.12522444,0.006432321,0.006316373,0.10744826,0.033931278,0.003893745,0.00027168027,0.0052678925,0.37059164,0.0011170058,0.33547705
../image_acquisition/dataset_split\val\Sun\365.jpg,9,太阳,5,月球,9,太阳,0,彗星,True,0.13975067,0.0005187593,0.028635157,0.016640227,0.00029274993,0.52640146,0.0033478402,2.7740358e-05,0.0015782278,0.231595,0.0004710204,0.050741177
../image_acquisition/dataset_split\val\Sun\37.jpg,9,太阳,11,金星,9,太阳,4,水星,True,0.0034868908,0.0063770823,0.008638294,0.005037659,0.033705313,0.0012071503,0.016450372,0.00019477356,0.0013601931,0.034992717,0.008762253,0.8797874
../image_acquisition/dataset_split\val\Sun\379.jpg,9,太阳,1,地球,9,太阳,5,月球,True,0.0005111033,0.9928905,0.00054163823,0.00013378217,3.638158e-06,0.00088976877,5.52067e-06,1.2608282e-06,1.1415402e-05,0.0048103104,4.153144e-06,0.00019694997
../image_acquisition/dataset_split\val\Sun\385.jpg,9,太阳,5,月球,9,太阳,11,金星,True,0.000518582,0.014868678,0.00614682,0.002257861,0.0006568689,0.5767609,0.00023249623,0.00023023813,0.011824174,0.27599236,0.0006309043,0.10988011
../image_acquisition/dataset_split\val\Sun\39.jpg,9,太阳,9,太阳,5,月球,0,彗星,True,0.0017811176,0.0009600235,1.5384901e-05,1.3731944e-05,2.4482555e-08,0.0047850166,1.0068926e-06,1.8112404e-06,0.00048704617,0.99194145,9.34434e-07,1.2369132e-05
